Model Name,Date,Train Time,Batch Size,Epoch #,Epochs,Loss,Accuracy,True Positives,True Negatives,False Positives,False Negatives,AUC,Validation Loss,Validation Accuracy,Validation True Positives,Validation True Negatives,Validation False Positives,Validation False Negatives,Validation AUC
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,8,10,0.13601936073428728,0.9574873447418212,130882.0,132360.0,6589.0,5099.0,0.9853407740592957,0.13043097173237772,0.9621680974960328,6882.0,7106.0,369.0,181.0,0.9860636591911316
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,9,10,0.13417600917558115,0.9580656886100768,130945.0,132456.0,6526.0,5003.0,0.9856979846954346,0.12558338817268966,0.9625120162963868,6944.0,7049.0,307.0,238.0,0.9867496490478516
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,0,10,0.31181728529000263,0.8603680729866028,119218.0,117323.0,18253.0,20136.0,0.942962646484375,0.17842037388269502,0.9424267411231995,6854.0,6847.0,397.0,440.0,0.9772692322731018
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,1,10,0.18625175391579926,0.9396828413009644,129106.0,129241.0,8365.0,8218.0,0.9763125777244568,0.1685203341665975,0.9497179985046387,6814.0,6993.0,437.0,294.0,0.979179859161377
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,2,10,0.17245678997898753,0.9455388784408569,129639.0,130318.0,7832.0,7141.0,0.9788572192192078,0.15904070072317816,0.9537762999534607,6822.0,7044.0,429.0,243.0,0.9802751541137695
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,3,10,0.16353173564469242,0.9485577940940857,129909.0,130878.0,7562.0,6581.0,0.9803983569145203,0.15697238404723518,0.9547393321990967,6816.0,7064.0,435.0,223.0,0.9815601110458374
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,4,10,0.1554292429871341,0.9513112306594849,130215.0,131329.0,7256.0,6130.0,0.9820102453231812,0.14329071522214124,0.9570779800415039,6906.0,7008.0,345.0,279.0,0.9831490516662598
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,5,10,0.1483483369749756,0.9532244801521301,130407.0,131663.0,7064.0,5796.0,0.9833263158798218,0.1383419114538229,0.9579034447669983,6910.0,7016.0,341.0,271.0,0.9841600060462952
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,6,10,0.1443491526480832,0.9545266032218933,130534.0,131894.0,6937.0,5565.0,0.9839940667152405,0.13555812513964907,0.9596230387687683,6900.0,7051.0,351.0,236.0,0.9848448038101196
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,7,10,0.14044793338451822,0.9557632803916931,130682.0,132086.0,6789.0,5373.0,0.9847875237464905,0.12969064589142432,0.9603797197341919,6921.0,7041.0,330.0,246.0,0.9858399033546448
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,8,10,0.13632765313898304,0.9572072625160217,130838.0,132327.0,6633.0,5132.0,0.9853258728981018,0.12873386678078722,0.9624432325363159,6883.0,7109.0,368.0,178.0,0.9864349365234375
v2_chebyshev_integral_relu,20/05/2020 20:33,1279.2808303833008,32,9,10,0.13410227638920494,0.9577965140342712,130897.0,132430.0,6574.0,5029.0,0.9858136177062988,0.124856516999709,0.9632686972618103,6948.0,7056.0,303.0,231.0,0.986834704875946
